Virtual User Script started at: 07-02-2020 15:33:11
Starting action vuser_init.
Web Turbo Replay of LoadRunner 12.60.0 for Windows 10; build 971 (Aug 09 2018 11:27:13)  	[MsgId: MMSG-26983]
Action.c(853): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(853): Warning -26592: A header of the same name has been added already. This header is added anyway.  	[MsgId: MWAR-26592]
Action.c(853): web_add_header("Accept") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(856): web_url("action_drop_down.hbs") started  	[MsgId: MMSG-26355]
Action.c(856): Resource "http://10.100.22.24:8181/signal/assets/app/pvs/hbs-templates/action_drop_down.hbs" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(863): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(863): Warning -26592: A header of the same name has been added already. This header is added anyway.  	[MsgId: MWAR-26592]
Action.c(863): web_add_header("Accept") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(866): web_url("disposition.hbs") started  	[MsgId: MMSG-26355]
Action.c(866): Resource "http://10.100.22.24:8181/signal/assets/app/pvs/hbs-templates/disposition.hbs" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(873): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(873): web_concurrent_end was successful  	[MsgId: MMSG-26392]
Action.c(875): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(875): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(877): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(877): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(879): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(879): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(884): Notify: Transaction "05_TriggeredAlertsLiteratureReview" ended with a "Pass" status (Duration: 3.4979 Wasted Time: 0.0479).
Action.c(886): lr_think_time: 16.47 seconds (recorded think time was 3.00 seconds).
Action.c(890): Notify: Transaction "06_FilterOnArticleId" started.
Action.c(892): web_add_header("X-HTTP-Method-Override") started  	[MsgId: MMSG-26355]
Action.c(892): web_add_header("X-HTTP-Method-Override") was successful  	[MsgId: MMSG-26392]
Action.c(895): web_add_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(895): web_add_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(898): web_add_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
Action.c(898): web_add_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
Action.c(902): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(902): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(905): web_url("literatureSearchAlertList_2") started  	[MsgId: MMSG-26355]
Action.c(905): web_url("literatureSearchAlertList_2") was successful, 2355 body bytes, 287 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(921): web_url("literatureSearchAlertList_3") started  	[MsgId: MMSG-26355]
Action.c(921): web_url("literatureSearchAlertList_3") was successful, 111 body bytes, 287 header bytes, 11 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(937): web_url("literatureSearchAlertList_4") started  	[MsgId: MMSG-26355]
Action.c(937): web_url("literatureSearchAlertList_4") was successful, 111 body bytes, 287 header bytes, 11 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(953): web_url("literatureSearchAlertList_5") started  	[MsgId: MMSG-26355]
Action.c(953): web_url("literatureSearchAlertList_5") was successful, 111 body bytes, 287 header bytes, 11 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(969): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(969): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(974): Notify: Transaction "06_FilterOnArticleId" ended with a "Pass" status (Duration: 1.7238 Wasted Time: 0.0369).
Action.c(976): lr_think_time: 12.87 seconds (recorded think time was 3.00 seconds).
Action.c(980): Notify: Transaction "07_RemoveFilter" started.
Action.c(982): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(982): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(985): web_url("literatureSearchAlertList_6") started  	[MsgId: MMSG-26355]
Action.c(985): web_url("literatureSearchAlertList_6") was successful, 31353 body bytes, 287 header bytes, 37 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1001): Notify: Transaction "07_RemoveFilter" ended with a "Pass" status (Duration: 0.9118 Wasted Time: 0.0085).
Action.c(1003): lr_think_time: 12.39 seconds (recorded think time was 3.00 seconds).
Action.c(1005): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1005): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1010): Notify: Transaction "08_SortOnAuthor" started.
Action.c(1012): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1012): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1015): web_url("literatureSearchAlertList_7") started  	[MsgId: MMSG-26355]
Action.c(1015): web_url("literatureSearchAlertList_7") was successful, 31353 body bytes, 287 header bytes, 37 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1031): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1031): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1036): Notify: Transaction "08_SortOnAuthor" ended with a "Pass" status (Duration: 1.0637 Wasted Time: 0.0150).
Action.c(1038): lr_think_time: 13.17 seconds (recorded think time was 3.00 seconds).
Action.c(1043): Notify: Transaction "09_CheckAbstractView" started.
Action.c(1045): web_url("literature_details_child_view.hbs") started  	[MsgId: MMSG-26355]
Action.c(1045): web_url("literature_details_child_view.hbs") was successful, 103 body bytes, 374 header bytes, 11 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1056): Notify: Transaction "09_CheckAbstractView" ended with a "Pass" status (Duration: 0.3550 Wasted Time: 0.0102).
Action.c(1058): lr_think_time: 17.59 seconds (recorded think time was 3.00 seconds).
Action.c(1062): Notify: Transaction "11_AlertConfiguration-View Alerts" started.
Action.c(1064): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1064): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1066): web_remove_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1066): Previous automatically added web header for "X-Requested-With" removed  	[MsgId: MMSG-26587]
Action.c(1066): web_remove/revert_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1068): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(1068): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(1071): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1071): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1074): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(1074): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(1077): web_url("index_2") started  	[MsgId: MMSG-26355]
Action.c(1077): Registered web_reg_find successful for "Text=PV Signal - Alert Library" (count=1)  	[MsgId: MMSG-26364]
Action.c(1077): web_url("index_2") was successful, 42206 body bytes, 305 header bytes, 52 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1086): web_websocket_close started  	[MsgId: MMSG-26355]
Action.c(1086): Warning -35046: The WebSocket whose ID is "3" is not connected  	[MsgId: MWAR-35046]
Action.c(1086): web_websocket_close highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(1090): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1090): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1092): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1092): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1094): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1094): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1097): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1097): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1100): web_url("dataTables_en.json") started  	[MsgId: MMSG-26355]
Action.c(1100): web_url("dataTables_en.json") was successful, 387 body bytes, 381 header bytes  	[MsgId: MMSG-26386]
Action.c(1109): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1109): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1111): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1111): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1114): web_url("info_5") started  	[MsgId: MMSG-26355]
Action.c(1114): web_url("info_5") was successful, 77 body bytes, 350 header bytes, 11 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1123): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1123): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1128): web_remove_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1128): Previous automatically added web header for "Accept" removed  	[MsgId: MMSG-26587]
Action.c(1128): web_remove/revert_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1130): web_add_header("Cache-Control") started  	[MsgId: MMSG-26355]
Action.c(1130): web_add_header("Cache-Control") was successful  	[MsgId: MMSG-26392]
Action.c(1133): web_add_header("Pragma") started  	[MsgId: MMSG-26355]
Action.c(1133): web_add_header("Pragma") was successful  	[MsgId: MMSG-26392]
Action.c(1136): web_add_header("Upgrade") started  	[MsgId: MMSG-26355]
Action.c(1136): web_add_header("Upgrade") was successful  	[MsgId: MMSG-26392]
Action.c(1148): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1148): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1151): web_add_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1151): web_add_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1154): web_url("configurations") started  	[MsgId: MMSG-26355]
Action.c(1154): web_url("configurations") was successful, 12408 body bytes, 287 header bytes, 21 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1163): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1163): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1166): web_url("alert_config_edit_button.hbs") started  	[MsgId: MMSG-26355]
Action.c(1166): Resource "http://10.100.22.24:8181/signal/assets/app/pvs/hbs-templates/alert_config_edit_button.hbs" not downloaded (resource downloading not requested)  	[MsgId: MMSG-27299]
Action.c(1173): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1173): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1175): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1175): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1177): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1177): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1182): Notify: Transaction "11_AlertConfiguration-View Alerts" ended with a "Pass" status (Duration: 1.9209 Wasted Time: 0.0267).
Action.c(1184): lr_think_time: 12.66 seconds (recorded think time was 3.00 seconds).
Action.c(1186): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1186): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1190): Notify: Transaction "12_AlertConfiguration-View Execution Status" started.
Action.c(1192): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1192): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1194): web_remove_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1194): Previous automatically added web header for "X-Requested-With" removed  	[MsgId: MMSG-26587]
Action.c(1194): web_remove/revert_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1196): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(1196): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(1199): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1199): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1202): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(1202): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(1205): web_url("executionStatus") started  	[MsgId: MMSG-26355]
Action.c(1205): Registered web_reg_find successful for "Text=PV Signal - Execution Status" (count=2)  	[MsgId: MMSG-26364]
Action.c(1205): web_url("executionStatus") was successful, 39224 body bytes, 305 header bytes, 45 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1214): web_websocket_close started  	[MsgId: MMSG-26355]
Action.c(1214): Warning -35046: The WebSocket whose ID is "4" is not connected  	[MsgId: MWAR-35046]
Action.c(1214): web_websocket_close highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(1218): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1218): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1220): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1220): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1222): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1222): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1225): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1225): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1228): web_url("executionStatus_2") started  	[MsgId: MMSG-26355]
Action.c(1228): web_url("executionStatus_2") was successful, 2793 body bytes, 287 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1240): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1240): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1242): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1242): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1244): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1244): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1247): web_url("info_6") started  	[MsgId: MMSG-26355]
Action.c(1247): web_url("info_6") was successful, 78 body bytes, 350 header bytes, 11 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1256): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1256): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1258): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1258): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1263): web_remove_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1263): Previous automatically added web header for "Accept" removed  	[MsgId: MMSG-26587]
Action.c(1263): web_remove/revert_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1265): web_add_header("Cache-Control") started  	[MsgId: MMSG-26355]
Action.c(1265): web_add_header("Cache-Control") was successful  	[MsgId: MMSG-26392]
Action.c(1268): web_add_header("Pragma") started  	[MsgId: MMSG-26355]
Action.c(1268): web_add_header("Pragma") was successful  	[MsgId: MMSG-26392]
Action.c(1271): web_add_header("Upgrade") started  	[MsgId: MMSG-26355]
Action.c(1271): web_add_header("Upgrade") was successful  	[MsgId: MMSG-26392]
Action.c(1283): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1283): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1285): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1285): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1287): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1287): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1290): web_add_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1290): web_add_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1295): Notify: Transaction "12_AlertConfiguration-View Execution Status" ended with a "Pass" status (Duration: 1.6693 Wasted Time: 0.0208).
Action.c(1297): lr_think_time: 14.99 seconds (recorded think time was 3.00 seconds).
Action.c(1299): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1299): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1303): Notify: Transaction "13_AlertConfiguration-View Execution Status Completed" started.
Action.c(1305): web_add_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1305): web_add_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1308): web_url("executionStatus_3") started  	[MsgId: MMSG-26355]
Action.c(1308): web_url("executionStatus_3") was successful, 11375 body bytes, 287 header bytes, 20 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1320): Notify: Transaction "13_AlertConfiguration-View Execution Status Completed" ended with a "Pass" status (Duration: 0.6184 Wasted Time: 0.0060).
Action.c(1322): lr_think_time: 12.36 seconds (recorded think time was 3.00 seconds).
Action.c(1324): web_remove_auto_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1324): Previous automatically added web header for "Accept" removed  	[MsgId: MMSG-26587]
Action.c(1324): web_remove/revert_auto_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1326): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1326): web_add_header("Accept") was successful  	[MsgId: MMSG-26392]
Action.c(1331): web_remove_auto_header("Accept-Language") started  	[MsgId: MMSG-26355]
Action.c(1331): Previous automatically added web header for "Accept-Language" removed  	[MsgId: MMSG-26587]
Action.c(1331): web_remove/revert_auto_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
Action.c(1333): web_remove_auto_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1333): Previous automatically added web header for "X-Requested-With" removed  	[MsgId: MMSG-26587]
Action.c(1333): web_remove/revert_auto_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1335): web_add_auto_header("Accept-Encoding") started  	[MsgId: MMSG-26355]
Action.c(1335): web_add_auto_header("Accept-Encoding") was successful  	[MsgId: MMSG-26392]
Action.c(1338): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
Action.c(1338): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
Action.c(1341): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(1341): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(1344): web_add_header("X-Goog-Update-AppId") started  	[MsgId: MMSG-26355]
Action.c(1344): web_add_header("X-Goog-Update-AppId") was successful  	[MsgId: MMSG-26392]
Action.c(1347): web_add_header("X-Goog-Update-Interactivity") started  	[MsgId: MMSG-26355]
Action.c(1347): web_add_header("X-Goog-Update-Interactivity") was successful  	[MsgId: MMSG-26392]
Action.c(1350): web_add_header("X-Goog-Update-Updater") started  	[MsgId: MMSG-26355]
Action.c(1350): web_add_header("X-Goog-Update-Updater") was successful  	[MsgId: MMSG-26392]
Action.c(1354): web_remove_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
Action.c(1354): Previous automatically added web header for "Sec-Fetch-Mode" removed  	[MsgId: MMSG-26587]
Action.c(1354): web_remove/revert_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
Action.c(1356): web_remove_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(1356): Previous automatically added web header for "Sec-Fetch-Site" removed  	[MsgId: MMSG-26587]
Action.c(1356): web_remove/revert_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(1358): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1358): Warning -26592: A header of the same name has been added already. This header is added anyway.  	[MsgId: MWAR-26592]
Action.c(1358): web_add_header("Accept") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(1361): web_add_auto_header("Accept-Encoding") started  	[MsgId: MMSG-26355]
Action.c(1361): web_add_auto_header("Accept-Encoding") was successful  	[MsgId: MMSG-26392]
Action.c(1364): web_add_auto_header("Accept-Language") started  	[MsgId: MMSG-26355]
Action.c(1364): web_add_auto_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
Action.c(1367): web_add_header("X-Requested-With") started  	[MsgId: MMSG-26355]
Action.c(1367): web_add_header("X-Requested-With") was successful  	[MsgId: MMSG-26392]
Action.c(1372): Notify: Transaction "11_Logout" started.
Action.c(1374): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(1374): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(1376): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(1376): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(1379): web_add_header("Accept") started  	[MsgId: MMSG-26355]
Action.c(1379): Warning -26592: A header of the same name has been added already. This header is added anyway.  	[MsgId: MWAR-26592]
Action.c(1379): web_add_header("Accept") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(1382): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(1382): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(1385): web_url("index_3") started  	[MsgId: MMSG-26355]
Action.c(1385): Redirecting "http://10.100.22.24:8181/signal/logout/index" (redirection depth is 0)  	[MsgId: MMSG-26694]
Action.c(1385): To location "http://10.100.22.24:8181/signal/logoff"  	[MsgId: MMSG-26693]
Action.c(1385): Connection to 10.100.22.24:8181 closed after being inactive for 138 seconds, exceeding the "HTTP Keep-Alive timeout" Runtime Setting (60 seconds). URL="http://10.100.22.24:8181/signal/logoff"  	[MsgId: MMSG-27648]
Action.c(1385): Redirecting "http://10.100.22.24:8181/signal/logoff" (redirection depth is 1)  	[MsgId: MMSG-26694]
Action.c(1385): To location "http://10.100.22.24:8181/signal/login/auth"  	[MsgId: MMSG-26693]
Action.c(1385): Registered web_reg_find successful for "Text=Login" (count=1)  	[MsgId: MMSG-26364]
Action.c(1385): web_url("index_3") was successful, 2841 body bytes, 1007 header bytes, 17 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(1394): web_websocket_close started  	[MsgId: MMSG-26355]
Action.c(1394): Warning -35046: The WebSocket whose ID is "5" is not connected  	[MsgId: MWAR-35046]
Action.c(1394): web_websocket_close highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(1398): Notify: Transaction "11_Logout" ended with a "Pass" status (Duration: 1.1035 Wasted Time: 0.0089).
Action.c(1400): lr_think_time: 15.96 seconds (recorded think time was 3.00 seconds).
Ending action Action.
Ending iteration 1.
Ending Vuser...
Starting action vuser_end.
Ending action vuser_end.
Vuser Terminated.
